App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Mini Motor Racing WRT,GAME,4.2,107497,Varies with device,"1,000,000+",Free,0,Everyone,Racing,"February 2, 2016",Varies with device,2.3.3 and up
Minion Rush: Despicable Me Official Game,GAME,4.5,10216538,Varies with device,"100,000,000+",Free,0,Everyone 10+,Casual;Action & Adventure,"July 12, 2018",Varies with device,Varies with device
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99M,"10,000,000+",Free,0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up
Mirror’s Edge™ Companion,GAME,3.4,1995,43M,"100,000+",Free,0,Everyone,Action,"June 28, 2016",1.2.2,4.4 and up
Mobile CS:GO,GAME,3.1,1015,643k,"100,000+",Free,0,Everyone,Action,"November 11, 2015",1.3,2.3.3 and up
Mobile Legends: Bang Bang,GAME,4.4,8219586,99M,"100,000,000+",Free,0,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up
Modern Action Commando 3D,GAME,4.2,492,63M,"100,000+",Free,0,Teen,Action,"April 6, 2017",1.0,4.0.3 and up
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58M,"100,000,000+",Free,0,Mature 17+,Action,"July 24, 2018",3.2.1c,4.0 and up
Modern Counter Global Strike 3D,GAME,4.1,297,48M,"50,000+",Free,0,Teen,Action,"March 28, 2018",1.2,4.1 and up
Modern Counter Global Strike 3D V2,GAME,4.0,368,48M,"50,000+",Free,0,Everyone 10+,Action,"March 28, 2018",1.7,4.1 and up
Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,72M,"50,000+",Free,0,Mature 17+,Action,"October 27, 2017",1.0,4.1 and up
Modern Counter Terrorist FPS Shoot,GAME,4.0,795,41M,"100,000+",Free,0,Teen,Action,"August 29, 2017",1.2,2.3 and up
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17M,"10,000+",Free,0,Everyone,Action,"August 23, 2017",1.0,2.3 and up
Modern Strike Online,GAME,4.3,834117,44M,"10,000,000+",Free,0,Teen,Action,"July 30, 2018",1.25.4,4.1 and up
Monster Ride Pro,GAME,5.0,1,24M,10+,Free,0,Everyone,Racing,"March 5, 2018",2.0,2.3 and up
Monument Valley 2,GAME,4.6,9394,33M,"100,000+",Paid,$4.99,Everyone,Puzzle,"November 30, 2017",1.2.9,4.4 and up
Mopar Drag N Brag,GAME,4.2,30630,17M,"1,000,000+",Free,0,Everyone,Racing,"May 25, 2015",1.2.5,4.1 and up
Moto Fighter 3D,GAME,3.9,85410,39M,"10,000,000+",Free,0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up
Moto Rider,GAME,4.2,115176,24M,"10,000,000+",Free,0,Teen,Racing,"June 15, 2018",1.2.1,4.0 and up
Motocross Mayhem,GAME,3.8,35171,45M,"1,000,000+",Free,0,Everyone,Racing,"February 11, 2014",1.2,2.3 and up
Motocross Motorbike Simulator Offroad,GAME,3.6,51366,16M,"5,000,000+",Free,0,Everyone,Racing,"June 14, 2017",Varies with device,2.3 and up
Motorbike Driving Simulator 3D,GAME,3.9,178723,65M,"10,000,000+",Free,0,Everyone,Racing,"December 25, 2016",4.1,2.3.3 and up
Mu.F.O.,GAME,5.0,2,16M,1+,Paid,$0.99,Everyone,Arcade,"March 3, 2017",1.0,2.3 and up
Multicraft Miner Exploration,GAME,4.0,14563,74M,"1,000,000+",Free,0,Everyone 10+,Adventure,"December 22, 2017",0.6.49,4.1 and up
Mupen64+AE FREE (N64 Emulator),GAME,4.0,41759,12M,"1,000,000+",Free,0,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 and up
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12M,"100,000+",Paid,$0.99,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 and up
My Boy! Free - GBA Emulator,GAME,4.3,531074,2.5M,"10,000,000+",Free,0,Everyone,Arcade,"January 9, 2018",Varies with device,Varies with device
My OldBoy! Free - GBC Emulator,GAME,4.2,51787,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,"January 12, 2018",Varies with device,Varies with device
My Talking Angela,GAME,4.5,9883367,99M,"100,000,000+",Free,0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up
My Talking Tom,GAME,4.5,14892469,Varies with device,"500,000,000+",Free,0,Everyone,Casual,"July 19, 2018",4.8.0.132,4.1 and up
NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71M,"5,000,000+",Free,0,Everyone 10+,Action,"July 19, 2018",1.1.7,4.4 and up
NDS Emulator - For Android 6,GAME,4.1,14002,19M,"1,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up
Navy Gunner Shoot War 3D,GAME,4.0,103199,44M,"10,000,000+",Free,0,Teen,Action,"August 2, 2018",1.0.7.8,4.2 and up
Nedir Bu ?,GAME,,0,33M,10+,Free,0,Everyone,Trivia,"March 18, 2018",3.1.6z,4.0.3 and up
Need for Speed™ No Limits,GAME,4.4,3344300,22M,"50,000,000+",Free,0,Everyone 10+,Racing,"July 24, 2018",2.12.1,4.1 and up
New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079,93M,"5,000,000+",Free,0,Everyone,Board,"July 5, 2018",5.6.5,4.1 and up
New York Mysteries (Full),GAME,4.5,514,5.9M,"5,000+",Paid,$6.99,Teen,Adventure,"June 4, 2018",1.0.36,4.0 and up
Nightenfell: Shared AR,GAME,4.5,20,65M,"1,000+",Paid,$0.99,Everyone 10+,Action,"March 27, 2018",1.0.0,7.0 and up
Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151,36M,"5,000,000+",Free,0,Everyone 10+,Action,"December 26, 2017",2.4.0,4.3 and up
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39M,"500,000+",Free,0,Teen,Adventure,"July 17, 2018",1.5.0,4.4 and up
Nights at Slender Pizzeria 3D,GAME,4.1,2628,45M,"100,000+",Free,0,Teen,Adventure,"May 22, 2017",1.1,4.2 and up
NinJump,GAME,4.3,421000,36M,"10,000,000+",Free,0,Everyone,Arcade,"June 13, 2018",3.1.1,4.1 and up
Nyan Cat: Lost In Space,GAME,4.5,371318,90M,"10,000,000+",Free,0,Everyone 10+,Arcade,"June 8, 2018",10.1.6,4.1 and up
ONScripter Plus (Ad Free),GAME,4.5,100,17M,"1,000+",Paid,$3.99,Everyone,Adventure,"April 7, 2016",1.2.4,4.1 and up
Obbligo o Verità? PRO,GAME,,4,2.9M,100+,Paid,$0.99,Teen,Board,"April 26, 2018","1,01",3.0 and up
Oddworld: New 'n' Tasty,GAME,4.6,1475,34M,"10,000+",Paid,$4.99,Teen,Action,"January 2, 2018",1.0.4,5.0 and up
Offroad Outlaws,GAME,4.4,29168,Varies with device,"1,000,000+",Free,0,Everyone,Racing,"May 29, 2018",2.0.1,4.1 and up
Offroad drive : 4x4 driving game,GAME,3.5,2071,36M,"100,000+",Free,0,Everyone,Racing,"June 29, 2018",1.0.3,4.1 and up
Oggy,GAME,4.5,49971,61M,"5,000,000+",Free,0,Everyone,Arcade,"August 29, 2017",1.3.1,4.0.3 and up
Once Upon a Tower,GAME,4.7,37139,49M,"1,000,000+",Free,0,Everyone 10+,Action,"January 24, 2018",8,4.1 and up
One Night at Golden Freddy's,GAME,3.3,2717,4.0M,"100,000+",Free,0,Teen,Action,"December 7, 2017",0.1,2.3 and up
Out of Bounds BH Demo,GAME,,3,14M,10+,Free,0,Everyone,Action,"November 19, 2015",1.0,2.3.3 and up
PAC-MAN,GAME,4.2,685450,37M,"100,000,000+",Free,0,Everyone,Arcade,"May 15, 2018",6.6.3,4.1 and up
PAC-MAN CE DX,GAME,4.5,1692,36M,"10,000+",Paid,$4.99,Everyone,Arcade,"April 23, 2018",1.1.0,4.0.3 and up
PLANK!,GAME,4.7,7196,38M,"500,000+",Free,0,Everyone,Arcade,"July 17, 2018",1.0.2,4.3 and up
PRO MX MOTOCROSS 2,GAME,3.8,25275,21M,"5,000,000+",Free,0,Everyone,Racing,"August 11, 2017",1.10,2.3 and up
PUBG MOBILE,GAME,4.4,3697174,36M,"50,000,000+",Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up
Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20M,"500,000+",Free,0,Everyone 10+,Arcade,"July 29, 2018",1.4,4.0.3 and up
Paint Hit,GAME,4.4,37023,33M,"10,000,000+",Free,0,Everyone,Casual,"July 6, 2018",5.200,5.0 and up
Palavras la cq,GAME,3.9,783,3.4M,"100,000+",Free,0,Everyone,Trivia,"October 18, 2014",1.0,2.3.3 and up
Partymasters - Fun Idle Game,GAME,4.6,541144,63M,"10,000,000+",Free,0,Teen,Arcade,"July 12, 2018",1.2.5,5.0 and up
Peggle Blast,GAME,4.1,166251,19M,"5,000,000+",Free,0,Everyone,Card,"December 11, 2017",2.16.0,4.0.3 and up
Perfect Piano,GAME,4.2,828489,Varies with device,"50,000,000+",Free,0,Everyone,Music,"August 4, 2018",Varies with device,Varies with device
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,Varies with device,"50,000,000+",Free,0,Everyone,Music,"June 29, 2018",1.35.2,4.1 and up
Piano Tiles 2™,GAME,4.7,8118880,Varies with device,"100,000,000+",Free,0,Everyone,Arcade,"August 3, 2018",3.1.0.226,4.1 and up
Pineapple Pen,GAME,4.3,157264,65M,"10,000,000+",Free,0,Everyone,Arcade,"December 30, 2016",1.31,4.0.3 and up
Pixel Art: Color by Number Game,GAME,4.7,1125566,25M,"10,000,000+",Free,0,Everyone,Puzzle,"July 17, 2018",3.9.2,4.3 and up
Pixel Gun 3D: Survival shooter & Battle Royale,GAME,4.5,4487182,55M,"50,000,000+",Free,0,Teen,Action,"July 4, 2018",15.1.2,4.0.3 and up
Pixel Z Gunner 3D - Battle Survival Fps,GAME,4.2,11408,96M,"1,000,000+",Free,0,Teen,Action,"July 6, 2018",4.1,4.0 and up
Plants vs. Zombies FREE,GAME,4.4,4067651,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up
PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,"1,000,000+",Free,0,Teen,Card,"March 10, 2018",Varies with device,Varies with device
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4.0,21,14M,"5,000+",Paid,$0.99,Everyone,Card,"September 10, 2017",1.3,5.0 and up
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37M,"100,000+",Free,0,Teen,Casino,"July 25, 2018",Varies with device,4.0.3 and up
Poker Pro.Fr,GAME,4.2,5442,17M,"100,000+",Free,0,Teen,Card,"May 22, 2018",4.1.3,2.3 and up
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78M,"500,000+",Free,0,Teen,Card,"July 6, 2018",1.9.2,4.0.3 and up
Pokémon GO,GAME,4.1,10421284,85M,"100,000,000+",Free,0,Everyone,Adventure,"July 23, 2018",0.111.3,4.4 and up
Police Car Driver,GAME,3.8,83671,30M,"10,000,000+",Free,0,Everyone 10+,Racing,"May 4, 2018",9,4.1 and up
Pou,GAME,4.3,10486018,24M,"500,000,000+",Free,0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
Power Pop Bubbles,GAME,4.4,104303,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,"August 2, 2018",3.15,4.1 and up
Power Rangers Dino Charge,GAME,4.3,194969,30M,"10,000,000+",Free,0,Everyone 10+,Action,"January 29, 2018",1.4.0,4.1 and up
Power Rangers: Legacy Wars,GAME,4.3,264755,91M,"10,000,000+",Free,0,Teen,Action,"July 17, 2018",2.2.1,4.0 and up
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28M,"500,000+",Free,0,Mature 17+,Racing,"February 9, 2018",1.07,4.0 and up
Punch em,GAME,4.1,2208,4.4M,"500,000+",Free,0,Everyone,Arcade,"May 24, 2018",2.0.8,4.1 and up
Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89M,"1,000+",Free,0,Everyone,Arcade,"March 30, 2018",0.46.91,4.4 and up
Puzzle for CS:GO,GAME,4.3,247,18M,"10,000+",Free,0,Everyone,Word,"September 16, 2016",1.53,4.0.3 and up
Q*bert: Rebooted,GAME,4.3,13788,55M,"1,000,000+",Free,0,Everyone,Arcade,"April 1, 2017",1.1,4.4 and up
Quiz CS:GO players,GAME,4.4,460,31M,"50,000+",Free,0,Everyone,Trivia,"June 23, 2018",4.2,4.0.3 and up
Quiz DC,GAME,1.4,33,3.1M,"1,000+",Free,0,Everyone,Trivia,"December 25, 2017",1.10,4.1 and up
Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",Free,0,Everyone,Trivia,"February 13, 2018",1.1,4.1 and up
Quiz: Logo game,GAME,4.5,306764,29M,"10,000,000+",Free,0,Everyone,Trivia,"August 3, 2018",6.2,4.0.3 and up
R-EU-READY,GAME,4.1,13,16M,500+,Free,0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up
R-TYPE,GAME,4.5,7687,23M,"100,000+",Paid,$1.99,Everyone,Arcade,"February 27, 2017",2.3.1,2.3.3 and up
R-TYPE II,GAME,4.3,5682,37M,"50,000+",Paid,$1.99,Everyone,Arcade,"March 2, 2017",1.1.5,2.3.3 and up
RC City Police Heavy Traffic Racer,GAME,4.4,3250,27M,"1,000,000+",Free,0,Everyone,Racing,"July 19, 2018",1.2,4.0 and up
RC Monster Truck - Offroad Driving Simulator,GAME,4.0,38448,27M,"5,000,000+",Free,0,Everyone,Racing,"June 16, 2018",1.4.3,4.1 and up
RIDE ZERO,GAME,4.6,8778,36M,"100,000+",Free,0,Teen,Music,"January 2, 2018",1.3.1,4.3 and up
ROBLOX,GAME,4.5,4449910,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
RULES OF SURVIVAL,GAME,4.2,1343106,56M,"10,000,000+",Free,0,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up
RUN JUMP RUN-fun games for free,GAME,4.4,661,42M,"100,000+",Free,0,Everyone,Action,"April 20, 2018",1.5.2,3.0 and up
Ra Ga Ba,GAME,5.0,2,20M,1+,Paid,$1.49,Everyone,Arcade,"February 8, 2017",1.0.4,2.3 and up
Race Manager FP,GAME,3.8,196,11M,"5,000+",Free,0,Everyone,Racing,"November 3, 2014",2.1,2.2 and up
Race the Traffic Moto,GAME,3.8,270687,38M,"10,000,000+",Free,0,Teen,Racing,"July 20, 2018",1.0.16,4.0.3 and up
Racing CX,GAME,,4,20M,500+,Free,0,Everyone,Racing,"June 6, 2017",1,2.2 and up
Racing Moto,GAME,4.3,697805,7.4M,"50,000,000+",Free,0,Everyone,Racing,"July 3, 2018",1.2.13,3.0 and up
Racing in Car 2,GAME,4.3,234589,38M,"50,000,000+",Free,0,Everyone,Racing,"November 22, 2016",1.0,2.3.3 and up
Radial-G : Infinity,GAME,3.6,517,47M,"50,000+",Free,0,Everyone,Arcade,"December 7, 2015",1.4,4.1 and up
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67M,"100,000+",Free,0,Teen,Action,"May 13, 2018",Varies with device,4.1 and up
Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11258,44M,"500,000+",Free,0,Mature 17+,Action,"December 8, 2016",1.25,4.2 and up
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26M,"50,000+",Free,0,Teen,Casino,"August 12, 2016",1.18,4.0 and up
Real City Car Driver,GAME,3.7,413609,22M,"10,000,000+",Free,0,Mature 17+,Racing,"August 1, 2018",2.8,4.1 and up
Real Gangster Crime,GAME,4.3,285814,84M,"10,000,000+",Free,0,Teen,Action,"June 26, 2018",3.5,4.0 and up
Red Ball 4,GAME,4.4,1432447,59M,"50,000,000+",Free,0,Everyone,Arcade,"November 9, 2017",1.3.21,4.0.3 and up
Red Hands – 2-Player Games,GAME,4.2,93608,Varies with device,"10,000,000+",Free,0,Everyone,Action,"February 9, 2018",Varies with device,Varies with device
Reload: The Z-Team,GAME,4.3,1655,91M,"100,000+",Free,0,Everyone 10+,Action,"February 28, 2018",1.6.2,4.4 and up
Rento - Dice Board Game Online,GAME,4.3,205830,63M,"10,000,000+",Free,0,Everyone,Board,"June 20, 2018",4.4.9,4.1 and up
Rescue Robots Survival Games,GAME,4.0,27557,69M,"5,000,000+",Free,0,Teen,Action,"July 6, 2018",F2i,4.1 and up
Retro City Rampage DX,GAME,4.7,416,16M,"10,000+",Paid,$2.99,Teen,Action,"January 12, 2017",1.0.5,4.0 and up
RetroArch,GAME,3.8,21423,84M,"1,000,000+",Free,0,Everyone,Action,"May 4, 2018",1.7.3,2.3 and up
Rider,GAME,4.5,655145,72M,"10,000,000+",Free,0,Teen,Arcade,"July 17, 2017",1.2.1,4.0.3 and up
Riptide GP: Renegade,GAME,4.7,4328,Varies with device,"100,000+",Paid,$2.99,Everyone 10+,Racing,"June 1, 2018",1.2.1,4.1 and up
Rivals at War: Firefight,GAME,4.4,344819,51M,"5,000,000+",Free,0,Teen,Action,"October 18, 2016",1.4,3.0 and up
Robbery Bob,GAME,4.5,617732,44M,"10,000,000+",Free,0,Everyone 10+,Action,"July 29, 2018",1.18.4,4.1 and up
Robocar X Ray,GAME,4.5,3432,99M,"1,000,000+",Free,0,Mature 17+,Action,"January 23, 2017",1.0,2.3 and up
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47M,"5,000+",Free,0,Everyone,Action,"July 2, 2018",1.1,4.1 and up
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33M,"100,000+",Free,0,Teen,Casino,"July 27, 2018",1.15.0,4.0.3 and up
Rock n Roll Music Quiz Game,GAME,3.7,80,7.6M,"10,000+",Free,0,Everyone,Trivia,"June 6, 2018",5.0,4.1 and up
Roll the Ball® - slide puzzle,GAME,4.5,1385093,35M,"100,000,000+",Free,0,Everyone,Puzzle,"August 2, 2018",1.7.40,4.1 and up
RollerCoaster Tycoon® Classic,GAME,4.6,10795,69M,"100,000+",Paid,$5.99,Everyone,Simulation,"December 21, 2017",1.2.1.1712080,4.0.3 and up
Rolling G Sky,GAME,3.6,2065,25M,"100,000+",Free,0,Everyone,Adventure,"January 25, 2017",1.0,2.3.3 and up
Rolling Sky,GAME,4.5,1117212,50M,"50,000,000+",Free,0,Everyone,Board,"August 3, 2018",Varies with device,4.0.3 and up
Rolly Vortex,GAME,4.4,98123,40M,"10,000,000+",Free,0,Teen,Arcade,"May 25, 2018",1.7.0,4.1 and up
Rope Hero 3,GAME,4.4,45871,99M,"5,000,000+",Free,0,Teen,Action,"May 8, 2017",1.6,2.3 and up
Rope Hero Return of a Legend,GAME,4.3,9951,96M,"1,000,000+",Free,0,Mature 17+,Arcade,"August 26, 2016",1.0,2.3 and up
Rope Hero: Vice Town,GAME,4.4,452589,99M,"10,000,000+",Free,0,Mature 17+,Action,"July 1, 2018",2.2,4.0 and up
Rope Superhero Unlimited,GAME,4.4,6735,26M,"1,000,000+",Free,0,Mature 17+,Action,"May 10, 2017",1.1,2.3 and up
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23M,"10,000,000+",Free,0,Everyone 10+,Arcade,"January 31, 2018",3.6,2.3 and up
Rope'n'Fly 4,GAME,4.1,234606,59M,"10,000,000+",Free,0,Everyone,Action,"January 29, 2018",3.1,2.3 and up
Roulette Advisor LITE,GAME,4.1,41,1.4M,"5,000+",Free,0,Everyone,Casino,"August 21, 2014",2.2,3.0 and up
Route Z,GAME,3.9,24697,16M,"500,000+",Free,0,Teen,Action,"July 10, 2015",1.5,4.0 and up
Run Sausage Run!,GAME,4.4,276105,Varies with device,"10,000,000+",Free,0,Everyone 10+,Arcade,"August 1, 2018",Varies with device,4.1 and up
Runner 3d like,GAME,4.5,559,32M,"100,000+",Free,0,Everyone 10+,Action,"August 3, 2018",1.0.7,4.0 and up
Rush,GAME,4.6,260651,51M,"10,000,000+",Free,0,Everyone,Arcade,"February 14, 2018",1.1,4.0 and up
SAMURAI vs ZOMBIES DEFENSE,GAME,4.5,407788,19M,"5,000,000+",Free,0,Everyone,Action,"July 18, 2013",3.4.0,2.1 and up
SCRABBLE,GAME,3.9,172281,50M,"5,000,000+",Free,0,Everyone,Word,"August 1, 2018",5.27.0.729,4.1 and up
SHADOWGUN LEGENDS,GAME,4.6,100609,52M,"1,000,000+",Free,0,Teen,Action,"July 16, 2018",0.5.4,6.0 and up
STARDOM: THE A-LIST,GAME,4.5,152658,29M,"1,000,000+",Free,0,Teen,Adventure,"September 12, 2014",2.1.8,2.1 and up
Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,306,61M,"10,000+",Free,0,Everyone,Adventure,"April 18, 2018",2.0.2,4.0 and up
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67M,"100,000+",Free,0,Teen,Action,"July 17, 2018",1.4,4.1 and up
San Andreas Crime Stories,GAME,4.0,162530,97M,"10,000,000+",Free,0,Mature 17+,Racing,"July 2, 2018",1.0.0.0,4.1 and up
San Andreas: Gang Crime V,GAME,4.1,2399,42M,"100,000+",Free,0,Mature 17+,Action,"January 28, 2018",1.0.1,2.3 and up
Santa Panda Bubble Christmas,GAME,4.1,101,31M,"10,000+",Free,0,Everyone,Arcade,"March 14, 2017",1.5,4.0 and up
Santa's Monster Shootout DX,GAME,5.0,4,33M,50+,Paid,$1.99,Teen,Action,"August 15, 2013",1.05,2.2 and up
Score! Hero,GAME,4.6,5419676,96M,"100,000,000+",Free,0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18M,"10,000,000+",Free,0,Teen,Trivia,"June 30, 2018",4.16,4.1 and up
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40M,"50,000+",Free,0,Teen,Adventure,"June 29, 2017",1.3.6,4.0 and up
Sermon on Proverbs CH Spurgeon,GAME,4.8,35,3.1M,"10,000+",Free,0,Everyone,Trivia,"July 29, 2016",1.0.0,4.0 and up
Shadow Fight 2,GAME,4.6,10981850,88M,"100,000,000+",Free,0,Everyone 10+,Action,"July 2, 2018",1.9.38,3.0 and up
Shadow Fight 2 Special Edition,GAME,4.5,10440,86M,"50,000+",Paid,$4.99,Teen,Action,"May 30, 2018",1.0.3,4.1 and up
Shadowverse CCG,GAME,4.2,47340,61M,"1,000,000+",Free,0,Teen,Card,"July 30, 2018",2.2.15,4.1 and up
Shoot Bubble - Fruit Splash,GAME,4.6,29445,29M,"5,000,000+",Free,0,Everyone,Casual,"May 11, 2018",14.0,4.0.3 and up
Shoot Hunter-Gun Killer,GAME,4.3,320334,27M,"50,000,000+",Free,0,Teen,Action,"August 8, 2018",1.1.2,4.1 and up
Shoot Strike War Fire,GAME,4.1,82827,20M,"10,000,000+",Free,0,Teen,Arcade,"July 13, 2018",1.1.5,4.0 and up
Shoot! DX - lights for FREE,GAME,,4,Varies with device,100+,Free,0,Everyone,Action,"June 23, 2018",Varies with device,Varies with device
Shoot`Em Down: Shooting game,GAME,3.9,7972,88M,"500,000+",Free,0,Teen,Action,"August 12, 2017",56,4.1 and up
Shooter Sniper CS - FPS Games,GAME,3.5,14823,40M,"1,000,000+",Free,0,Teen,Action,"February 15, 2017",4.0,2.3 and up
Shooting King,GAME,4.4,257724,69M,"10,000,000+",Free,0,Everyone 10+,Sports,"May 25, 2018",1.4.2,4.0.3 and up
Shred! Downhill Mountainbiking,GAME,3.9,41683,63M,"1,000,000+",Free,0,Everyone,Arcade,"February 2, 2017",1.67,2.3 and up
Sic Bo,GAME,,1,11M,100+,Paid,$1.99,Teen,Card,"August 27, 2013",1.0.0,2.2 and up
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16M,"10,000+",Free,0,Teen,Casino,"July 8, 2018",2.1.2,4.1 and up
Sic Bo Online! Free Casino,GAME,3.8,488,30M,"100,000+",Free,0,Teen,Casino,"June 10, 2016",1.3,2.3 and up
Sic Bo Rave,GAME,3.9,164,33M,"10,000+",Free,0,Teen,Card,"September 23, 2013",1.0.1,2.3.3 and up
Sid Story,GAME,4.4,28510,78M,"500,000+",Free,0,Teen,Card,"August 1, 2018",2.6.6,4.0.3 and up
Simple x3DS Emulator - BETA,GAME,,0,Varies with device,"50,000+",Free,0,Everyone,Arcade,"June 13, 2018",Varies with device,Varies with device
Sin City Crime Simulator V - Gangster,GAME,4.2,2113,67M,"100,000+",Free,0,Everyone 10+,Action,"April 23, 2018",Varies with device,4.0.3 and up
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78M,"100,000+",Free,0,Teen,Action,"September 8, 2017",1.1,4.0.3 and up
Skater Boy,GAME,4.3,1167143,12M,"100,000,000+",Free,0,Everyone,Arcade,"September 20, 2017",1.18.35,4.1 and up
Skip-Bo™,GAME,4.4,33661,60M,"100,000+",Paid,$2.99,Everyone,Card,"August 3, 2018",3.4.6,4.1 and up
Skip-Bo™ Free,GAME,3.5,46801,60M,"1,000,000+",Free,0,Everyone,Card,"August 3, 2018",3.4.6,4.1 and up
Sky Streaker - Gumball,GAME,4.3,37513,31M,"5,000,000+",Free,0,Everyone,Arcade,"December 7, 2015",4.0,2.3 and up
Slendrina X,GAME,4.4,12736,56M,"1,000,000+",Free,0,Teen,Arcade,"December 18, 2017",1.02,4.0 and up
Slot Machines by IGG,GAME,4.6,267229,24M,"10,000,000+",Free,0,Teen,Casino,"May 28, 2018",1.7.4,2.3 and up
Smash Hit,GAME,4.5,4147718,79M,"100,000,000+",Free,0,Everyone,Arcade,"November 26, 2015",1.4.0,2.3 and up
Smashy Road: Arena,GAME,4.3,45558,53M,"5,000,000+",Free,0,Everyone 10+,Action,"May 24, 2018",1.1.9,4.1 and up
Snake VS Block,GAME,4.2,422244,32M,"50,000,000+",Free,0,Teen,Arcade,"April 23, 2018",1.24,4.1 and up
Snes9x EX+,GAME,4.4,70351,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,"March 3, 2018",Varies with device,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7657490,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34M,100+,Free,0,Mature 17+,Action,"May 4, 2018",1.0,4.0 and up
Sniper Killer Shooter,GAME,4.0,119368,19M,"10,000,000+",Free,0,Teen,Action,"February 21, 2017",1.1.4,2.3 and up
Sniper Traning for CS GO,GAME,3.2,655,14M,"50,000+",Free,0,Teen,Action,"May 18, 2016",1.0.2,4.0 and up
SnowMobile Parking Adventure,GAME,3.6,12257,49M,"1,000,000+",Free,0,Everyone,Racing,"September 9, 2016",1.4,2.3 and up
Snowboard Racing Free Fun Game,GAME,3.8,4552,43M,"100,000+",Free,0,Everyone,Racing,"October 26, 2016",1.4.0,2.3.3 and up
Soccer Clubs Logo Quiz,GAME,4.2,21661,16M,"1,000,000+",Free,0,Everyone,Trivia,"May 24, 2018",1.3.81,4.0 and up
Solitaire,GAME,4.7,154264,12M,"10,000,000+",Free,0,Everyone,Card,"June 8, 2018",Varies with device,Varies with device
Solitaire TriPeaks,GAME,4.5,446434,52M,"10,000,000+",Free,0,Everyone,Card,"August 1, 2018",4.6.2.46103,4.0.3 and up
Solitaire!,GAME,4.7,403911,23M,"10,000,000+",Free,0,Everyone,Card,"June 24, 2018",2.277.0,4.1 and up
Solitaire+,GAME,4.6,11235,Varies with device,"100,000+",Paid,$2.99,Everyone,Card,"July 30, 2018",Varies with device,Varies with device
